timestamp,hour,minute,day_of_week,is_weekend,ns_vehicle_count,ew_vehicle_count
2025-01-01 09:15:00,9,15,2,0,33,28
2025-01-01 09:20:00,9,20,2,0,32,24
2025-01-01 09:25:00,9,25,2,0,40,19
2025-01-01 09:30:00,9,30,2,0,28,20
2025-01-01 09:35:00,9,35,2,0,29,18
2025-01-01 09:40:00,9,40,2,0,27,20
2025-01-01 09:45:00,9,45,2,0,21,16
2025-01-01 09:50:00,9,50,2,0,29,14
2025-01-01 09:55:00,9,55,2,0,27,19
2025-01-01 10:00:00,10,0,2,0,26,19
2025-01-01 10:05:00,10,5,2,0,18,15
2025-01-01 10:10:00,10,10,2,0,26,20
2025-01-01 10:15:00,10,15,2,0,14,13
2025-01-01 10:20:00,10,20,2,0,21,12
2025-01-01 10:25:00,10,25,2,0,26,16
2025-01-01 10:30:00,10,30,2,0,13,12
2025-01-01 10:35:00,10,35,2,0,14,12
2025-01-01 10:40:00,10,40,2,0,16,1
2025-01-01 10:45:00,10,45,2,0,13,11
2025-01-01 10:50:00,10,50,2,0,8,3
2025-01-01 10:55:00,10,55,2,0,14,5
2025-01-01 11:00:00,11,0,2,0,9,4
2025-01-01 11:05:00,11,5,2,0,15,5
2025-01-01 11:10:00,11,10,2,0,9,7
2025-01-01 11:15:00,11,15,2,0,18,7
2025-01-01 11:20:00,11,20,2,0,8,11
2025-01-01 11:25:00,11,25,2,0,10,10
2025-01-01 11:30:00,11,30,2,0,14,1
2025-01-01 11:35:00,11,35,2,0,6,9
2025-01-01 11:40:00,11,40,2,0,12,10
2025-01-01 11:45:00,11,45,2,0,16,7
2025-01-01 11:50:00,11,50,2,0,4,8
2025-01-01 11:55:00,11,55,2,0,11,9
2025-01-01 12:00:00,12,0,2,0,11,12
2025-01-01 12:05:00,12,5,2,0,13,2
2025-01-01 12:10:00,12,10,2,0,5,8
2025-01-01 12:15:00,12,15,2,0,5,15
2025-01-01 12:20:00,12,20,2,0,13,15
2025-01-01 12:25:00,12,25,2,0,12,13
2025-01-01 12:30:00,12,30,2,0,12,12
2025-01-01 12:35:00,12,35,2,0,12,16
2025-01-01 12:40:00,12,40,2,0,8,18
2025-01-01 12:45:00,12,45,2,0,12,10
2025-01-01 12:50:00,12,50,2,0,13,7
2025-01-01 12:55:00,12,55,2,0,9,10
2025-01-01 13:00:00,13,0,2,0,20,24
2025-01-01 13:05:00,13,5,2,0,14,6
2025-01-01 13:10:00,13,10,2,0,8,11
2025-01-01 13:15:00,13,15,2,0,16,7
2025-01-01 13:20:00,13,20,2,0,10,14
2025-01-01 13:25:00,13,25,2,0,17,9
2025-01-01 13:30:00,13,30,2,0,19,14
2025-01-01 13:35:00,13,35,2,0,12,8
2025-01-01 13:40:00,13,40,2,0,19,18
2025-01-01 13:45:00,13,45,2,0,18,22
2025-01-01 13:50:00,13,50,2,0,20,16
2025-01-01 13:55:00,13,55,2,0,25,18
2025-01-01 14:00:00,14,0,2,0,17,18
2025-01-01 14:05:00,14,5,2,0,15,21
2025-01-01 14:10:00,14,10,2,0,15,21
2025-01-01 14:15:00,14,15,2,0,16,25
2025-01-01 14:20:00,14,20,2,0,20,27
2025-01-01 14:25:00,14,25,2,0,22,20
2025-01-01 14:30:00,14,30,2,0,23,23
2025-01-01 14:35:00,14,35,2,0,26,29
2025-01-01 14:40:00,14,40,2,0,23,21
2025-01-01 14:45:00,14,45,2,0,30,19
2025-01-01 14:50:00,14,50,2,0,24,29
2025-01-01 14:55:00,14,55,2,0,36,31
2025-01-01 15:00:00,15,0,2,0,29,27
2025-01-01 15:05:00,15,5,2,0,24,29
2025-01-01 15:10:00,15,10,2,0,23,29
2025-01-01 15:15:00,15,15,2,0,30,30
2025-01-01 15:20:00,15,20,2,0,28,37
2025-01-01 15:25:00,15,25,2,0,33,31
2025-01-01 15:30:00,15,30,2,0,33,35
2025-01-01 15:35:00,15,35,2,0,31,34
2025-01-01 15:40:00,15,40,2,0,29,32
2025-01-01 15:45:00,15,45,2,0,27,42
2025-01-01 15:50:00,15,50,2,0,32,38
2025-01-01 15:55:00,15,55,2,0,37,41
2025-01-01 16:00:00,16,0,2,0,35,35
2025-01-01 16:05:00,16,5,2,0,30,39
2025-01-01 16:10:00,16,10,2,0,36,46
2025-01-01 16:15:00,16,15,2,0,38,54
2025-01-01 16:20:00,16,20,2,0,33,36
2025-01-01 16:25:00,16,25,2,0,37,44
2025-01-01 16:30:00,16,30,2,0,37,46
2025-01-01 16:35:00,16,35,2,0,33,43
2025-01-01 16:40:00,16,40,2,0,39,49
2025-01-01 16:45:00,16,45,2,0,40,42
2025-01-01 16:50:00,16,50,2,0,42,46
2025-01-01 16:55:00,16,55,2,0,42,44
2025-01-01 17:00:00,17,0,2,0,32,51
2025-01-01 17:05:00,17,5,2,0,34,43
2025-01-01 17:10:00,17,10,2,0,40,44
2025-01-01 17:15:00,17,15,2,0,40,49
2025-01-01 17:20:00,17,20,2,0,40,41
2025-01-01 17:25:00,17,25,2,0,53,45
2025-01-01 17:30:00,17,30,2,0,39,37
2025-01-01 17:35:00,17,35,2,0,41,40
2025-01-01 17:40:00,17,40,2,0,40,45
2025-01-01 17:45:00,17,45,2,0,39,39
2025-01-01 17:50:00,17,50,2,0,34,40
2025-01-01 17:55:00,17,55,2,0,38,44
2025-01-01 18:00:00,18,0,2,0,31,39
2025-01-01 18:05:00,18,5,2,0,33,44
2025-01-01 18:10:00,18,10,2,0,31,41
2025-01-01 18:15:00,18,15,2,0,33,41
2025-01-01 18:20:00,18,20,2,0,41,43
2025-01-01 18:25:00,18,25,2,0,24,38
2025-01-01 18:30:00,18,30,2,0,33,42
2025-01-01 18:35:00,18,35,2,0,23,39
2025-01-01 18:40:00,18,40,2,0,27,32
2025-01-01 18:45:00,18,45,2,0,33,38
2025-01-01 18:50:00,18,50,2,0,28,33
2025-01-01 18:55:00,18,55,2,0,23,30
2025-01-01 19:00:00,19,0,2,0,23,31
2025-01-01 19:05:00,19,5,2,0,28,34
2025-01-01 19:10:00,19,10,2,0,22,30
2025-01-01 19:15:00,19,15,2,0,25,35
2025-01-01 19:20:00,19,20,2,0,23,31
2025-01-01 19:25:00,19,25,2,0,20,27
2025-01-01 19:30:00,19,30,2,0,30,20
2025-01-01 19:35:00,19,35,2,0,24,23
2025-01-01 19:40:00,19,40,2,0,12,23
2025-01-01 19:45:00,19,45,2,0,20,24
2025-01-01 19:50:00,19,50,2,0,16,23
2025-01-01 19:55:00,19,55,2,0,22,20
2025-01-01 20:00:00,20,0,2,0,15,19
2025-01-01 20:05:00,20,5,2,0,17,21
2025-01-01 20:10:00,20,10,2,0,19,14
2025-01-01 20:15:00,20,15,2,0,19,23
2025-01-01 20:20:00,20,20,2,0,11,8
2025-01-01 20:25:00,20,25,2,0,14,21
2025-01-01 20:30:00,20,30,2,0,13,14
2025-01-01 20:35:00,20,35,2,0,11,18
2025-01-01 20:40:00,20,40,2,0,21,15
2025-01-01 20:45:00,20,45,2,0,15,14
2025-01-01 20:50:00,20,50,2,0,8,15
2025-01-01 20:55:00,20,55,2,0,16,15
2025-01-01 21:00:00,21,0,2,0,21,10
2025-01-01 21:05:00,21,5,2,0,16,15
2025-01-01 21:10:00,21,10,2,0,5,6
2025-01-01 21:15:00,21,15,2,0,9,10
2025-01-01 21:20:00,21,20,2,0,16,13
2025-01-01 21:25:00,21,25,2,0,8,13
2025-01-01 21:30:00,21,30,2,0,12,11
2025-01-01 21:35:00,21,35,2,0,13,7
2025-01-01 21:40:00,21,40,2,0,6,12
2025-01-01 21:45:00,21,45,2,0,10,6
2025-01-01 21:50:00,21,50,2,0,0,15
2025-01-01 21:55:00,21,55,2,0,5,8
2025-01-01 22:00:00,22,0,2,0,8,2
2025-01-01 22:05:00,22,5,2,0,4,3
2025-01-01 22:10:00,22,10,2,0,16,8
2025-01-01 22:15:00,22,15,2,0,3,8
2025-01-01 22:20:00,22,20,2,0,7,15
2025-01-01 22:25:00,22,25,2,0,9,3
2025-01-01 22:30:00,22,30,2,0,14,7
2025-01-01 22:35:00,22,35,2,0,3,3
2025-01-01 22:40:00,22,40,2,0,13,5
2025-01-01 22:45:00,22,45,2,0,9,13
2025-01-01 22:50:00,22,50,2,0,5,2
2025-01-01 22:55:00,22,55,2,0,10,9
2025-01-01 23:00:00,23,0,2,0,9,8
2025-01-01 23:05:00,23,5,2,0,6,6
2025-01-01 23:10:00,23,10,2,0,9,8
2025-01-01 23:15:00,23,15,2,0,7,2
2025-01-01 23:20:00,23,20,2,0,9,13
2025-01-01 23:25:00,23,25,2,0,11,14
2025-01-01 23:30:00,23,30,2,0,14,6
2025-01-01 23:35:00,23,35,2,0,3,16
2025-01-01 23:40:00,23,40,2,0,17,5
2025-01-01 23:45:00,23,45,2,0,0,8
2025-01-01 23:50:00,23,50,2,0,7,12
2025-01-01 23:55:00,23,55,2,0,10,4
2025-01-02 00:00:00,0,0,3,0,9,0
2025-01-02 00:05:00,0,5,3,0,6,0
2025-01-02 00:10:00,0,10,3,0,7,14
2025-01-02 00:15:00,0,15,3,0,6,4
2025-01-02 00:20:00,0,20,3,0,6,5
2025-01-02 00:25:00,0,25,3,0,11,2
2025-01-02 00:30:00,0,30,3,0,9,10
2025-01-02 00:35:00,0,35,3,0,5,3
2025-01-02 00:40:00,0,40,3,0,12,4
2025-01-02 00:45:00,0,45,3,0,9,7
2025-01-02 00:50:00,0,50,3,0,11,2
2025-01-02 00:55:00,0,55,3,0,11,5
2025-01-02 01:00:00,1,0,3,0,5,12
2025-01-02 01:05:00,1,5,3,0,6,8
2025-01-02 01:10:00,1,10,3,0,11,7
2025-01-02 01:15:00,1,15,3,0,10,7
2025-01-02 01:20:00,1,20,3,0,8,4
2025-01-02 01:25:00,1,25,3,0,8,14
2025-01-02 01:30:00,1,30,3,0,13,3
2025-01-02 01:35:00,1,35,3,0,6,7
2025-01-02 01:40:00,1,40,3,0,10,6
2025-01-02 01:45:00,1,45,3,0,7,10
2025-01-02 01:50:00,1,50,3,0,7,10
2025-01-02 01:55:00,1,55,3,0,12,6
2025-01-02 02:00:00,2,0,3,0,11,7
2025-01-02 02:05:00,2,5,3,0,11,7
2025-01-02 02:10:00,2,10,3,0,13,0
2025-01-02 02:15:00,2,15,3,0,8,0
2025-01-02 02:20:00,2,20,3,0,11,4
2025-01-02 02:25:00,2,25,3,0,7,4
2025-01-02 02:30:00,2,30,3,0,9,1
2025-01-02 02:35:00,2,35,3,0,8,9
2025-01-02 02:40:00,2,40,3,0,8,6
2025-01-02 02:45:00,2,45,3,0,10,5
2025-01-02 02:50:00,2,50,3,0,5,1
2025-01-02 02:55:00,2,55,3,0,16,6
2025-01-02 03:00:00,3,0,3,0,4,0
2025-01-02 03:05:00,3,5,3,0,3,5
2025-01-02 03:10:00,3,10,3,0,13,6
2025-01-02 03:15:00,3,15,3,0,11,7
2025-01-02 03:20:00,3,20,3,0,11,0
2025-01-02 03:25:00,3,25,3,0,11,7
2025-01-02 03:30:00,3,30,3,0,8,2
2025-01-02 03:35:00,3,35,3,0,5,3
2025-01-02 03:40:00,3,40,3,0,9,9
2025-01-02 03:45:00,3,45,3,0,6,15
2025-01-02 03:50:00,3,50,3,0,13,7
2025-01-02 03:55:00,3,55,3,0,8,3
2025-01-02 04:00:00,4,0,3,0,6,7
2025-01-02 04:05:00,4,5,3,0,8,11
2025-01-02 04:10:00,4,10,3,0,11,9
2025-01-02 04:15:00,4,15,3,0,7,18
2025-01-02 04:20:00,4,20,3,0,6,4
2025-01-02 04:25:00,4,25,3,0,11,8
2025-01-02 04:30:00,4,30,3,0,11,14
2025-01-02 04:35:00,4,35,3,0,9,14
2025-01-02 04:40:00,4,40,3,0,9,0
2025-01-02 04:45:00,4,45,3,0,12,8
2025-01-02 04:50:00,4,50,3,0,6,15
2025-01-02 04:55:00,4,55,3,0,7,21
2025-01-02 05:00:00,5,0,3,0,10,12
2025-01-02 05:05:00,5,5,3,0,12,8
2025-01-02 05:10:00,5,10,3,0,15,6
2025-01-02 05:15:00,5,15,3,0,20,20
2025-01-02 05:20:00,5,20,3,0,19,14
2025-01-02 05:25:00,5,25,3,0,15,8
2025-01-02 05:30:00,5,30,3,0,17,11
2025-01-02 05:35:00,5,35,3,0,14,14
2025-01-02 05:40:00,5,40,3,0,18,16
2025-01-02 05:45:00,5,45,3,0,18,11
2025-01-02 05:50:00,5,50,3,0,22,12
2025-01-02 05:55:00,5,55,3,0,18,9
2025-01-02 06:00:00,6,0,3,0,24,20
2025-01-02 06:05:00,6,5,3,0,30,16
2025-01-02 06:10:00,6,10,3,0,24,20
2025-01-02 06:15:00,6,15,3,0,27,24
2025-01-02 06:20:00,6,20,3,0,30,20
2025-01-02 06:25:00,6,25,3,0,26,20
2025-01-02 06:30:00,6,30,3,0,30,22
2025-01-02 06:35:00,6,35,3,0,30,22
2025-01-02 06:40:00,6,40,3,0,32,28
2025-01-02 06:45:00,6,45,3,0,30,25
2025-01-02 06:50:00,6,50,3,0,34,22
2025-01-02 06:55:00,6,55,3,0,37,29
2025-01-02 07:00:00,7,0,3,0,42,31
2025-01-02 07:05:00,7,5,3,0,41,21
2025-01-02 07:10:00,7,10,3,0,47,34
2025-01-02 07:15:00,7,15,3,0,36,30
2025-01-02 07:20:00,7,20,3,0,43,30
2025-01-02 07:25:00,7,25,3,0,41,33
2025-01-02 07:30:00,7,30,3,0,50,27
2025-01-02 07:35:00,7,35,3,0,38,34
2025-01-02 07:40:00,7,40,3,0,39,29
2025-01-02 07:45:00,7,45,3,0,40,25
2025-01-02 07:50:00,7,50,3,0,34,27
2025-01-02 07:55:00,7,55,3,0,41,33
2025-01-02 08:00:00,8,0,3,0,40,27
2025-01-02 08:05:00,8,5,3,0,44,37
2025-01-02 08:10:00,8,10,3,0,44,36
2025-01-02 08:15:00,8,15,3,0,50,36
2025-01-02 08:20:00,8,20,3,0,46,31
2025-01-02 08:25:00,8,25,3,0,39,31
2025-01-02 08:30:00,8,30,3,0,38,25
2025-01-02 08:35:00,8,35,3,0,42,33
2025-01-02 08:40:00,8,40,3,0,34,30
2025-01-02 08:45:00,8,45,3,0,46,30
2025-01-02 08:50:00,8,50,3,0,43,34
2025-01-02 08:55:00,8,55,3,0,35,24
2025-01-02 09:00:00,9,0,3,0,29,26
2025-01-02 09:05:00,9,5,3,0,40,27
2025-01-02 09:10:00,9,10,3,0,33,21
2025-01-02 09:15:00,9,15,3,0,38,23
2025-01-02 09:20:00,9,20,3,0,25,25
2025-01-02 09:25:00,9,25,3,0,28,21
2025-01-02 09:30:00,9,30,3,0,29,26
2025-01-02 09:35:00,9,35,3,0,28,14
2025-01-02 09:40:00,9,40,3,0,25,24
2025-01-02 09:45:00,9,45,3,0,28,21
2025-01-02 09:50:00,9,50,3,0,20,16
2025-01-02 09:55:00,9,55,3,0,23,13
2025-01-02 10:00:00,10,0,3,0,23,8
2025-01-02 10:05:00,10,5,3,0,23,12
2025-01-02 10:10:00,10,10,3,0,23,19
2025-01-02 10:15:00,10,15,3,0,15,14
2025-01-02 10:20:00,10,20,3,0,12,18
2025-01-02 10:25:00,10,25,3,0,23,11
2025-01-02 10:30:00,10,30,3,0,18,15
2025-01-02 10:35:00,10,35,3,0,13,9
2025-01-02 10:40:00,10,40,3,0,22,8
2025-01-02 10:45:00,10,45,3,0,15,11
2025-01-02 10:50:00,10,50,3,0,19,8
2025-01-02 10:55:00,10,55,3,0,14,4
2025-01-02 11:00:00,11,0,3,0,21,9
2025-01-02 11:05:00,11,5,3,0,20,10
2025-01-02 11:10:00,11,10,3,0,11,14
2025-01-02 11:15:00,11,15,3,0,16,13
2025-01-02 11:20:00,11,20,3,0,14,14
2025-01-02 11:25:00,11,25,3,0,17,12
2025-01-02 11:30:00,11,30,3,0,7,10
2025-01-02 11:35:00,11,35,3,0,14,4
2025-01-02 11:40:00,11,40,3,0,15,9
2025-01-02 11:45:00,11,45,3,0,3,11
2025-01-02 11:50:00,11,50,3,0,6,14
2025-01-02 11:55:00,11,55,3,0,2,11
2025-01-02 12:00:00,12,0,3,0,9,13
2025-01-02 12:05:00,12,5,3,0,13,4
2025-01-02 12:10:00,12,10,3,0,16,7
2025-01-02 12:15:00,12,15,3,0,11,11
2025-01-02 12:20:00,12,20,3,0,17,14
2025-01-02 12:25:00,12,25,3,0,5,9
2025-01-02 12:30:00,12,30,3,0,4,9
2025-01-02 12:35:00,12,35,3,0,11,12
2025-01-02 12:40:00,12,40,3,0,13,6
2025-01-02 12:45:00,12,45,3,0,11,17
2025-01-02 12:50:00,12,50,3,0,3,7
2025-01-02 12:55:00,12,55,3,0,12,3
2025-01-02 13:00:00,13,0,3,0,7,12
2025-01-02 13:05:00,13,5,3,0,15,19
2025-01-02 13:10:00,13,10,3,0,14,15
2025-01-02 13:15:00,13,15,3,0,9,16
2025-01-02 13:20:00,13,20,3,0,12,14
2025-01-02 13:25:00,13,25,3,0,10,13
2025-01-02 13:30:00,13,30,3,0,14,9
2025-01-02 13:35:00,13,35,3,0,19,6
2025-01-02 13:40:00,13,40,3,0,12,17
2025-01-02 13:45:00,13,45,3,0,18,22
2025-01-02 13:50:00,13,50,3,0,14,19
2025-01-02 13:55:00,13,55,3,0,14,21
2025-01-02 14:00:00,14,0,3,0,17,25
2025-01-02 14:05:00,14,5,3,0,14,21
2025-01-02 14:10:00,14,10,3,0,17,20
2025-01-02 14:15:00,14,15,3,0,15,18
2025-01-02 14:20:00,14,20,3,0,28,31
2025-01-02 14:25:00,14,25,3,0,21,25
2025-01-02 14:30:00,14,30,3,0,19,21
2025-01-02 14:35:00,14,35,3,0,23,21
2025-01-02 14:40:00,14,40,3,0,23,31
2025-01-02 14:45:00,14,45,3,0,23,23
2025-01-02 14:50:00,14,50,3,0,27,36
2025-01-02 14:55:00,14,55,3,0,28,18
2025-01-02 15:00:00,15,0,3,0,24,36
2025-01-02 15:05:00,15,5,3,0,25,33
2025-01-02 15:10:00,15,10,3,0,27,33
2025-01-02 15:15:00,15,15,3,0,19,33
2025-01-02 15:20:00,15,20,3,0,23,42
2025-01-02 15:25:00,15,25,3,0,35,38
2025-01-02 15:30:00,15,30,3,0,37,33
2025-01-02 15:35:00,15,35,3,0,30,30
2025-01-02 15:40:00,15,40,3,0,34,39
2025-01-02 15:45:00,15,45,3,0,34,39
2025-01-02 15:50:00,15,50,3,0,46,34
2025-01-02 15:55:00,15,55,3,0,38,40
2025-01-02 16:00:00,16,0,3,0,34,39
2025-01-02 16:05:00,16,5,3,0,31,42
2025-01-02 16:10:00,16,10,3,0,29,46
2025-01-02 16:15:00,16,15,3,0,37,49
2025-01-02 16:20:00,16,20,3,0,33,47
2025-01-02 16:25:00,16,25,3,0,31,41
2025-01-02 16:30:00,16,30,3,0,34,46
2025-01-02 16:35:00,16,35,3,0,33,45
2025-01-02 16:40:00,16,40,3,0,44,40
2025-01-02 16:45:00,16,45,3,0,41,47
2025-01-02 16:50:00,16,50,3,0,38,53
2025-01-02 16:55:00,16,55,3,0,44,46
2025-01-02 17:00:00,17,0,3,0,38,40
2025-01-02 17:05:00,17,5,3,0,35,46
2025-01-02 17:10:00,17,10,3,0,44,41
2025-01-02 17:15:00,17,15,3,0,40,49
2025-01-02 17:20:00,17,20,3,0,33,48
2025-01-02 17:25:00,17,25,3,0,37,44
2025-01-02 17:30:00,17,30,3,0,34,43
2025-01-02 17:35:00,17,35,3,0,31,43
2025-01-02 17:40:00,17,40,3,0,40,44
2025-01-02 17:45:00,17,45,3,0,44,40
2025-01-02 17:50:00,17,50,3,0,30,37
2025-01-02 17:55:00,17,55,3,0,37,47
2025-01-02 18:00:00,18,0,3,0,32,40
2025-01-02 18:05:00,18,5,3,0,32,41
2025-01-02 18:10:00,18,10,3,0,31,41
2025-01-02 18:15:00,18,15,3,0,29,40
2025-01-02 18:20:00,18,20,3,0,32,33
2025-01-02 18:25:00,18,25,3,0,28,30
2025-01-02 18:30:00,18,30,3,0,32,34
2025-01-02 18:35:00,18,35,3,0,30,37
2025-01-02 18:40:00,18,40,3,0,28,31
2025-01-02 18:45:00,18,45,3,0,25,32
2025-01-02 18:50:00,18,50,3,0,25,41
2025-01-02 18:55:00,18,55,3,0,30,24
2025-01-02 19:00:00,19,0,3,0,28,27
2025-01-02 19:05:00,19,5,3,0,22,37
2025-01-02 19:10:00,19,10,3,0,25,28
2025-01-02 19:15:00,19,15,3,0,27,24
2025-01-02 19:20:00,19,20,3,0,17,31
2025-01-02 19:25:00,19,25,3,0,25,25
2025-01-02 19:30:00,19,30,3,0,19,23
2025-01-02 19:35:00,19,35,3,0,23,24
2025-01-02 19:40:00,19,40,3,0,17,20
2025-01-02 19:45:00,19,45,3,0,12,17
2025-01-02 19:50:00,19,50,3,0,12,20
2025-01-02 19:55:00,19,55,3,0,19,16
2025-01-02 20:00:00,20,0,3,0,19,19
2025-01-02 20:05:00,20,5,3,0,14,20
2025-01-02 20:10:00,20,10,3,0,19,21
2025-01-02 20:15:00,20,15,3,0,9,21
2025-01-02 20:20:00,20,20,3,0,15,14
2025-01-02 20:25:00,20,25,3,0,10,17
2025-01-02 20:30:00,20,30,3,0,12,17
2025-01-02 20:35:00,20,35,3,0,14,15
2025-01-02 20:40:00,20,40,3,0,10,12
2025-01-02 20:45:00,20,45,3,0,12,9
2025-01-02 20:50:00,20,50,3,0,17,14
2025-01-02 20:55:00,20,55,3,0,10,5
2025-01-02 21:00:00,21,0,3,0,15,10
2025-01-02 21:05:00,21,5,3,0,7,1
2025-01-02 21:10:00,21,10,3,0,14,5
2025-01-02 21:15:00,21,15,3,0,17,7
2025-01-02 21:20:00,21,20,3,0,1,14
2025-01-02 21:25:00,21,25,3,0,7,12
2025-01-02 21:30:00,21,30,3,0,13,7
2025-01-02 21:35:00,21,35,3,0,9,12
2025-01-02 21:40:00,21,40,3,0,11,12
2025-01-02 21:45:00,21,45,3,0,7,8
2025-01-02 21:50:00,21,50,3,0,10,3
2025-01-02 21:55:00,21,55,3,0,9,7
2025-01-02 22:00:00,22,0,3,0,14,7
2025-01-02 22:05:00,22,5,3,0,10,3
2025-01-02 22:10:00,22,10,3,0,10,9
2025-01-02 22:15:00,22,15,3,0,7,8
