timestamp,hour,minute,day_of_week,is_weekend,ns_vehicle_count,ew_vehicle_count,ns_lag_1,ew_lag_1,ns_lag_2,ew_lag_2,ns_lag_3,ew_lag_3,ns_lag_6,ew_lag_6,ns_lag_12,ew_lag_12,ns_rolling_mean_3,ew_rolling_mean_3,ns_rolling_mean_6,ew_rolling_mean_6,ns_target,ew_target
2025-01-01 03:25:00,3,25,2,0,9,12,11.0,5.0,9.0,0.0,3.0,10.0,3.0,7.0,7.0,6.0,7.666666666666667,5.0,5.833333333333333,5.333333333333333,8.0,4.0
2025-01-01 03:30:00,3,30,2,0,8,4,9.0,12.0,11.0,5.0,9.0,0.0,9.0,4.0,6.0,4.0,9.666666666666666,5.666666666666667,6.833333333333333,6.166666666666667,7.0,13.0
2025-01-01 03:35:00,3,35,2,0,7,13,8.0,4.0,9.0,12.0,11.0,5.0,0.0,6.0,15.0,15.0,9.333333333333334,7.0,6.666666666666667,6.166666666666667,3.0,12.0
2025-01-01 03:40:00,3,40,2,0,3,12,7.0,13.0,8.0,4.0,9.0,12.0,3.0,10.0,8.0,9.0,8.0,9.666666666666666,7.833333333333333,7.333333333333333,6.0,6.0
2025-01-01 03:45:00,3,45,2,0,6,6,3.0,12.0,7.0,13.0,8.0,4.0,9.0,0.0,4.0,7.0,6.0,9.666666666666666,7.833333333333333,7.666666666666667,7.0,4.0
2025-01-01 03:50:00,3,50,2,0,7,4,6.0,6.0,3.0,12.0,7.0,13.0,11.0,5.0,11.0,12.0,5.333333333333333,10.333333333333334,7.333333333333333,8.666666666666666,13.0,5.0
2025-01-01 03:55:00,3,55,2,0,13,5,7.0,4.0,6.0,6.0,3.0,12.0,9.0,12.0,3.0,7.0,5.333333333333333,7.333333333333333,6.666666666666667,8.5,10.0,17.0
2025-01-01 04:00:00,4,0,2,0,10,17,13.0,5.0,7.0,4.0,6.0,6.0,8.0,4.0,9.0,4.0,8.666666666666666,5.0,7.333333333333333,7.333333333333333,2.0,14.0
2025-01-01 04:05:00,4,5,2,0,2,14,10.0,17.0,13.0,5.0,7.0,4.0,7.0,13.0,0.0,6.0,10.0,8.666666666666666,7.666666666666667,9.5,11.0,7.0
2025-01-01 04:10:00,4,10,2,0,11,7,2.0,14.0,10.0,17.0,13.0,5.0,3.0,12.0,3.0,10.0,8.333333333333334,12.0,6.833333333333333,9.666666666666666,8.0,5.0
2025-01-01 04:15:00,4,15,2,0,8,5,11.0,7.0,2.0,14.0,10.0,17.0,6.0,6.0,9.0,0.0,7.666666666666667,12.666666666666666,8.166666666666666,8.833333333333334,7.0,8.0
2025-01-01 04:20:00,4,20,2,0,7,8,8.0,5.0,11.0,7.0,2.0,14.0,7.0,4.0,11.0,5.0,7.0,8.666666666666666,8.5,8.666666666666666,12.0,8.0
2025-01-01 04:25:00,4,25,2,0,12,8,7.0,8.0,8.0,5.0,11.0,7.0,13.0,5.0,9.0,12.0,8.666666666666666,6.666666666666667,8.5,9.333333333333334,14.0,3.0
2025-01-01 04:30:00,4,30,2,0,14,3,12.0,8.0,7.0,8.0,8.0,5.0,10.0,17.0,8.0,4.0,9.0,7.0,8.333333333333334,9.833333333333334,14.0,8.0
2025-01-01 04:35:00,4,35,2,0,14,8,14.0,3.0,12.0,8.0,7.0,8.0,2.0,14.0,7.0,13.0,11.0,6.333333333333333,9.0,7.5,8.0,13.0
2025-01-01 04:40:00,4,40,2,0,8,13,14.0,8.0,14.0,3.0,12.0,8.0,11.0,7.0,3.0,12.0,13.333333333333334,6.333333333333333,11.0,6.5,10.0,1.0
2025-01-01 04:45:00,4,45,2,0,10,1,8.0,13.0,14.0,8.0,14.0,3.0,8.0,5.0,6.0,6.0,12.0,8.0,10.5,7.5,13.0,12.0
2025-01-01 04:50:00,4,50,2,0,13,12,10.0,1.0,8.0,13.0,14.0,8.0,7.0,8.0,7.0,4.0,10.666666666666666,7.333333333333333,10.833333333333334,6.833333333333333,16.0,15.0
2025-01-01 04:55:00,4,55,2,0,16,15,13.0,12.0,10.0,1.0,8.0,13.0,12.0,8.0,13.0,5.0,10.333333333333334,8.666666666666666,11.833333333333334,7.5,11.0,7.0
2025-01-01 05:00:00,5,0,2,0,11,7,16.0,15.0,13.0,12.0,10.0,1.0,14.0,3.0,10.0,17.0,13.0,9.333333333333334,12.5,8.666666666666666,13.0,17.0
2025-01-01 05:05:00,5,5,2,0,13,17,11.0,7.0,16.0,15.0,13.0,12.0,14.0,8.0,2.0,14.0,13.333333333333334,11.333333333333334,12.0,9.333333333333334,9.0,7.0
2025-01-01 05:10:00,5,10,2,0,9,7,13.0,17.0,11.0,7.0,16.0,15.0,8.0,13.0,11.0,7.0,13.333333333333334,13.0,11.833333333333334,10.833333333333334,10.0,12.0
2025-01-01 05:15:00,5,15,2,0,10,12,9.0,7.0,13.0,17.0,11.0,7.0,10.0,1.0,8.0,5.0,11.0,10.333333333333334,12.0,9.833333333333334,18.0,10.0
2025-01-01 05:20:00,5,20,2,0,18,10,10.0,12.0,9.0,7.0,13.0,17.0,13.0,12.0,7.0,8.0,10.666666666666666,12.0,12.0,11.666666666666666,21.0,10.0
2025-01-01 05:25:00,5,25,2,0,21,10,18.0,10.0,10.0,12.0,9.0,7.0,16.0,15.0,12.0,8.0,12.333333333333334,9.666666666666666,12.833333333333334,11.333333333333334,16.0,10.0
2025-01-01 05:30:00,5,30,2,0,16,10,21.0,10.0,18.0,10.0,10.0,12.0,11.0,7.0,14.0,3.0,16.333333333333332,10.666666666666666,13.666666666666666,10.5,22.0,16.0
2025-01-01 05:35:00,5,35,2,0,22,16,16.0,10.0,21.0,10.0,18.0,10.0,13.0,17.0,14.0,8.0,18.333333333333332,10.0,14.5,11.0,20.0,17.0
2025-01-01 05:40:00,5,40,2,0,20,17,22.0,16.0,16.0,10.0,21.0,10.0,9.0,7.0,8.0,13.0,19.666666666666668,12.0,16.0,10.833333333333334,17.0,14.0
2025-01-01 05:45:00,5,45,2,0,17,14,20.0,17.0,22.0,16.0,16.0,10.0,10.0,12.0,10.0,1.0,19.333333333333332,14.333333333333334,17.833333333333332,12.5,22.0,9.0
2025-01-01 05:50:00,5,50,2,0,22,9,17.0,14.0,20.0,17.0,22.0,16.0,18.0,10.0,13.0,12.0,19.666666666666668,15.666666666666666,19.0,12.833333333333334,27.0,17.0
2025-01-01 05:55:00,5,55,2,0,27,17,22.0,9.0,17.0,14.0,20.0,17.0,21.0,10.0,16.0,15.0,19.666666666666668,13.333333333333334,19.666666666666668,12.666666666666666,22.0,18.0
2025-01-01 06:00:00,6,0,2,0,22,18,27.0,17.0,22.0,9.0,17.0,14.0,16.0,10.0,11.0,7.0,22.0,13.333333333333334,20.666666666666668,13.833333333333334,30.0,16.0
2025-01-01 06:05:00,6,5,2,0,30,16,22.0,18.0,27.0,17.0,22.0,9.0,22.0,16.0,13.0,17.0,23.666666666666668,14.666666666666666,21.666666666666668,15.166666666666666,14.0,25.0
2025-01-01 06:10:00,6,10,2,0,14,25,30.0,16.0,22.0,18.0,27.0,17.0,20.0,17.0,9.0,7.0,26.333333333333332,17.0,23.0,15.166666666666666,29.0,12.0
2025-01-01 06:15:00,6,15,2,0,29,12,14.0,25.0,30.0,16.0,22.0,18.0,17.0,14.0,10.0,12.0,22.0,19.666666666666668,22.0,16.5,27.0,11.0
2025-01-01 06:20:00,6,20,2,0,27,11,29.0,12.0,14.0,25.0,30.0,16.0,22.0,9.0,18.0,10.0,24.333333333333332,17.666666666666668,24.0,16.166666666666668,27.0,17.0
2025-01-01 06:25:00,6,25,2,0,27,17,27.0,11.0,29.0,12.0,14.0,25.0,27.0,17.0,21.0,10.0,23.333333333333332,16.0,24.833333333333332,16.5,30.0,24.0
2025-01-01 06:30:00,6,30,2,0,30,24,27.0,17.0,27.0,11.0,29.0,12.0,22.0,18.0,16.0,10.0,27.666666666666668,13.333333333333334,24.833333333333332,16.5,22.0,18.0
2025-01-01 06:35:00,6,35,2,0,22,18,30.0,24.0,27.0,17.0,27.0,11.0,30.0,16.0,22.0,16.0,28.0,17.333333333333332,26.166666666666668,17.5,31.0,19.0
2025-01-01 06:40:00,6,40,2,0,31,19,22.0,18.0,30.0,24.0,27.0,17.0,14.0,25.0,20.0,17.0,26.333333333333332,19.666666666666668,24.833333333333332,17.833333333333332,34.0,27.0
2025-01-01 06:45:00,6,45,2,0,34,27,31.0,19.0,22.0,18.0,30.0,24.0,29.0,12.0,17.0,14.0,27.666666666666668,20.333333333333332,27.666666666666668,16.833333333333332,40.0,26.0
2025-01-01 06:50:00,6,50,2,0,40,26,34.0,27.0,31.0,19.0,22.0,18.0,27.0,11.0,22.0,9.0,29.0,21.333333333333332,28.5,19.333333333333332,33.0,27.0
2025-01-01 06:55:00,6,55,2,0,33,27,40.0,26.0,34.0,27.0,31.0,19.0,27.0,17.0,27.0,17.0,35.0,24.0,30.666666666666668,21.833333333333332,33.0,29.0
2025-01-01 07:00:00,7,0,2,0,33,29,33.0,27.0,40.0,26.0,34.0,27.0,30.0,24.0,22.0,18.0,35.666666666666664,26.666666666666668,31.666666666666668,23.5,35.0,25.0
2025-01-01 07:05:00,7,5,2,0,35,25,33.0,29.0,33.0,27.0,40.0,26.0,22.0,18.0,30.0,16.0,35.333333333333336,27.333333333333332,32.166666666666664,24.333333333333332,42.0,26.0
2025-01-01 07:10:00,7,10,2,0,42,26,35.0,25.0,33.0,29.0,33.0,27.0,31.0,19.0,14.0,25.0,33.666666666666664,27.0,34.333333333333336,25.5,40.0,31.0
2025-01-01 07:15:00,7,15,2,0,40,31,42.0,26.0,35.0,25.0,33.0,29.0,34.0,27.0,29.0,12.0,36.666666666666664,26.666666666666668,36.166666666666664,26.666666666666668,38.0,23.0
2025-01-01 07:20:00,7,20,2,0,38,23,40.0,31.0,42.0,26.0,35.0,25.0,40.0,26.0,27.0,11.0,39.0,27.333333333333332,37.166666666666664,27.333333333333332,43.0,21.0
2025-01-01 07:25:00,7,25,2,0,43,21,38.0,23.0,40.0,31.0,42.0,26.0,33.0,27.0,27.0,17.0,40.0,26.666666666666668,36.833333333333336,26.833333333333332,41.0,28.0
2025-01-01 07:30:00,7,30,2,0,41,28,43.0,21.0,38.0,23.0,40.0,31.0,33.0,29.0,30.0,24.0,40.333333333333336,25.0,38.5,25.833333333333332,46.0,34.0
2025-01-01 07:35:00,7,35,2,0,46,34,41.0,28.0,43.0,21.0,38.0,23.0,35.0,25.0,22.0,18.0,40.666666666666664,24.0,39.833333333333336,25.666666666666668,39.0,31.0
2025-01-01 07:40:00,7,40,2,0,39,31,46.0,34.0,41.0,28.0,43.0,21.0,42.0,26.0,31.0,19.0,43.333333333333336,27.666666666666668,41.666666666666664,27.166666666666668,41.0,34.0
2025-01-01 07:45:00,7,45,2,0,41,34,39.0,31.0,46.0,34.0,41.0,28.0,40.0,31.0,34.0,27.0,42.0,31.0,41.166666666666664,28.0,41.0,23.0
2025-01-01 07:50:00,7,50,2,0,41,23,41.0,34.0,39.0,31.0,46.0,34.0,38.0,23.0,40.0,26.0,42.0,33.0,41.333333333333336,28.5,37.0,32.0
2025-01-01 07:55:00,7,55,2,0,37,32,41.0,23.0,41.0,34.0,39.0,31.0,43.0,21.0,33.0,27.0,40.333333333333336,29.333333333333332,41.833333333333336,28.5,44.0,34.0
2025-01-01 08:00:00,8,0,2,0,44,34,37.0,32.0,41.0,23.0,41.0,34.0,41.0,28.0,33.0,29.0,39.666666666666664,29.666666666666668,40.833333333333336,30.333333333333332,44.0,26.0
2025-01-01 08:05:00,8,5,2,0,44,26,44.0,34.0,37.0,32.0,41.0,23.0,46.0,34.0,35.0,25.0,40.666666666666664,29.666666666666668,41.333333333333336,31.333333333333332,43.0,34.0
2025-01-01 08:10:00,8,10,2,0,43,34,44.0,26.0,44.0,34.0,37.0,32.0,39.0,31.0,42.0,26.0,41.666666666666664,30.666666666666668,41.0,30.0,42.0,30.0
2025-01-01 08:15:00,8,15,2,0,42,30,43.0,34.0,44.0,26.0,44.0,34.0,41.0,34.0,40.0,31.0,43.666666666666664,31.333333333333332,41.666666666666664,30.5,36.0,43.0
2025-01-01 08:20:00,8,20,2,0,36,43,42.0,30.0,43.0,34.0,44.0,26.0,41.0,23.0,38.0,23.0,43.0,30.0,41.833333333333336,29.833333333333332,40.0,21.0
2025-01-01 08:25:00,8,25,2,0,40,21,36.0,43.0,42.0,30.0,43.0,34.0,37.0,32.0,43.0,21.0,40.333333333333336,35.666666666666664,41.0,33.166666666666664,40.0,35.0
2025-01-01 08:30:00,8,30,2,0,40,35,40.0,21.0,36.0,43.0,42.0,30.0,44.0,34.0,41.0,28.0,39.333333333333336,31.333333333333332,41.5,31.333333333333332,37.0,28.0
2025-01-01 08:35:00,8,35,2,0,37,28,40.0,35.0,40.0,21.0,36.0,43.0,44.0,26.0,46.0,34.0,38.666666666666664,33.0,40.833333333333336,31.5,39.0,22.0
2025-01-01 08:40:00,8,40,2,0,39,22,37.0,28.0,40.0,35.0,40.0,21.0,43.0,34.0,39.0,31.0,39.0,28.0,39.666666666666664,31.833333333333332,41.0,26.0
2025-01-01 08:45:00,8,45,2,0,41,26,39.0,22.0,37.0,28.0,40.0,35.0,42.0,30.0,41.0,34.0,38.666666666666664,28.333333333333332,39.0,29.833333333333332,46.0,29.0
2025-01-01 08:50:00,8,50,2,0,46,29,41.0,26.0,39.0,22.0,37.0,28.0,36.0,43.0,41.0,23.0,39.0,25.333333333333332,38.833333333333336,29.166666666666668,38.0,31.0
2025-01-01 08:55:00,8,55,2,0,38,31,46.0,29.0,41.0,26.0,39.0,22.0,40.0,21.0,37.0,32.0,42.0,25.666666666666668,40.5,26.833333333333332,37.0,33.0
2025-01-01 09:00:00,9,0,2,0,37,33,38.0,31.0,46.0,29.0,41.0,26.0,40.0,35.0,44.0,34.0,41.666666666666664,28.666666666666668,40.166666666666664,28.5,35.0,31.0
2025-01-01 09:05:00,9,5,2,0,35,31,37.0,33.0,38.0,31.0,46.0,29.0,37.0,28.0,44.0,26.0,40.333333333333336,31.0,39.666666666666664,28.166666666666668,26.0,21.0
2025-01-01 09:10:00,9,10,2,0,26,21,35.0,31.0,37.0,33.0,38.0,31.0,39.0,22.0,43.0,34.0,36.666666666666664,31.666666666666668,39.333333333333336,28.666666666666668,33.0,28.0
2025-01-01 09:15:00,9,15,2,0,33,28,26.0,21.0,35.0,31.0,37.0,33.0,41.0,26.0,42.0,30.0,32.666666666666664,28.333333333333332,37.166666666666664,28.5,32.0,24.0
2025-01-01 09:20:00,9,20,2,0,32,24,33.0,28.0,26.0,21.0,35.0,31.0,46.0,29.0,36.0,43.0,31.333333333333332,26.666666666666668,35.833333333333336,28.833333333333332,40.0,19.0
2025-01-01 09:25:00,9,25,2,0,40,19,32.0,24.0,33.0,28.0,26.0,21.0,38.0,31.0,40.0,21.0,30.333333333333332,24.333333333333332,33.5,28.0,28.0,20.0
2025-01-01 09:30:00,9,30,2,0,28,20,40.0,19.0,32.0,24.0,33.0,28.0,37.0,33.0,40.0,35.0,35.0,23.666666666666668,33.833333333333336,26.0,29.0,18.0
2025-01-01 09:35:00,9,35,2,0,29,18,28.0,20.0,40.0,19.0,32.0,24.0,35.0,31.0,37.0,28.0,33.333333333333336,21.0,32.333333333333336,23.833333333333332,27.0,20.0
2025-01-01 09:40:00,9,40,2,0,27,20,29.0,18.0,28.0,20.0,40.0,19.0,26.0,21.0,39.0,22.0,32.333333333333336,19.0,31.333333333333332,21.666666666666668,21.0,16.0
2025-01-01 09:45:00,9,45,2,0,21,16,27.0,20.0,29.0,18.0,28.0,20.0,33.0,28.0,41.0,26.0,28.0,19.333333333333332,31.5,21.5,29.0,14.0
2025-01-01 09:50:00,9,50,2,0,29,14,21.0,16.0,27.0,20.0,29.0,18.0,32.0,24.0,46.0,29.0,25.666666666666668,18.0,29.5,19.5,27.0,19.0
2025-01-01 09:55:00,9,55,2,0,27,19,29.0,14.0,21.0,16.0,27.0,20.0,40.0,19.0,38.0,31.0,25.666666666666668,16.666666666666668,29.0,17.833333333333332,26.0,19.0
2025-01-01 10:00:00,10,0,2,0,26,19,27.0,19.0,29.0,14.0,21.0,16.0,28.0,20.0,37.0,33.0,25.666666666666668,16.333333333333332,26.833333333333332,17.833333333333332,18.0,15.0
2025-01-01 10:05:00,10,5,2,0,18,15,26.0,19.0,27.0,19.0,29.0,14.0,29.0,18.0,35.0,31.0,27.333333333333332,17.333333333333332,26.5,17.666666666666668,26.0,20.0
2025-01-01 10:10:00,10,10,2,0,26,20,18.0,15.0,26.0,19.0,27.0,19.0,27.0,20.0,26.0,21.0,23.666666666666668,17.666666666666668,24.666666666666668,17.166666666666668,14.0,13.0
2025-01-01 10:15:00,10,15,2,0,14,13,26.0,20.0,18.0,15.0,26.0,19.0,21.0,16.0,33.0,28.0,23.333333333333332,18.0,24.5,17.166666666666668,21.0,12.0
2025-01-01 10:20:00,10,20,2,0,21,12,14.0,13.0,26.0,20.0,18.0,15.0,29.0,14.0,32.0,24.0,19.333333333333332,16.0,23.333333333333332,16.666666666666668,26.0,16.0
2025-01-01 10:25:00,10,25,2,0,26,16,21.0,12.0,14.0,13.0,26.0,20.0,27.0,19.0,40.0,19.0,20.333333333333332,15.0,22.0,16.333333333333332,13.0,12.0
2025-01-01 10:30:00,10,30,2,0,13,12,26.0,16.0,21.0,12.0,14.0,13.0,26.0,19.0,28.0,20.0,20.333333333333332,13.666666666666666,21.833333333333332,15.833333333333334,14.0,12.0
2025-01-01 10:35:00,10,35,2,0,14,12,13.0,12.0,26.0,16.0,21.0,12.0,18.0,15.0,29.0,18.0,20.0,13.333333333333334,19.666666666666668,14.666666666666666,16.0,1.0
2025-01-01 10:40:00,10,40,2,0,16,1,14.0,12.0,13.0,12.0,26.0,16.0,26.0,20.0,27.0,20.0,17.666666666666668,13.333333333333334,19.0,14.166666666666666,13.0,11.0
2025-01-01 10:45:00,10,45,2,0,13,11,16.0,1.0,14.0,12.0,13.0,12.0,14.0,13.0,21.0,16.0,14.333333333333334,8.333333333333334,17.333333333333332,11.0,8.0,3.0
2025-01-01 10:50:00,10,50,2,0,8,3,13.0,11.0,16.0,1.0,14.0,12.0,21.0,12.0,29.0,14.0,14.333333333333334,8.0,17.166666666666668,10.666666666666666,14.0,5.0
2025-01-01 10:55:00,10,55,2,0,14,5,8.0,3.0,13.0,11.0,16.0,1.0,26.0,16.0,27.0,19.0,12.333333333333334,5.0,15.0,9.166666666666666,9.0,4.0
2025-01-01 11:00:00,11,0,2,0,9,4,14.0,5.0,8.0,3.0,13.0,11.0,13.0,12.0,26.0,19.0,11.666666666666666,6.333333333333333,13.0,7.333333333333333,15.0,5.0
2025-01-01 11:05:00,11,5,2,0,15,5,9.0,4.0,14.0,5.0,8.0,3.0,14.0,12.0,18.0,15.0,10.333333333333334,4.0,12.333333333333334,6.0,9.0,7.0
2025-01-01 11:10:00,11,10,2,0,9,7,15.0,5.0,9.0,4.0,14.0,5.0,16.0,1.0,26.0,20.0,12.666666666666666,4.666666666666667,12.5,4.833333333333333,18.0,7.0
2025-01-01 11:15:00,11,15,2,0,18,7,9.0,7.0,15.0,5.0,9.0,4.0,13.0,11.0,14.0,13.0,11.0,5.333333333333333,11.333333333333334,5.833333333333333,8.0,11.0
2025-01-01 11:20:00,11,20,2,0,8,11,18.0,7.0,9.0,7.0,15.0,5.0,8.0,3.0,21.0,12.0,14.0,6.333333333333333,12.166666666666666,5.166666666666667,10.0,10.0
2025-01-01 11:25:00,11,25,2,0,10,10,8.0,11.0,18.0,7.0,9.0,7.0,14.0,5.0,26.0,16.0,11.666666666666666,8.333333333333334,12.166666666666666,6.5,14.0,1.0
2025-01-01 11:30:00,11,30,2,0,14,1,10.0,10.0,8.0,11.0,18.0,7.0,9.0,4.0,13.0,12.0,12.0,9.333333333333334,11.5,7.333333333333333,6.0,9.0
2025-01-01 11:35:00,11,35,2,0,6,9,14.0,1.0,10.0,10.0,8.0,11.0,15.0,5.0,14.0,12.0,10.666666666666666,7.333333333333333,12.333333333333334,6.833333333333333,12.0,10.0
2025-01-01 11:40:00,11,40,2,0,12,10,6.0,9.0,14.0,1.0,10.0,10.0,9.0,7.0,16.0,1.0,10.0,6.666666666666667,10.833333333333334,7.5,16.0,7.0
2025-01-01 11:45:00,11,45,2,0,16,7,12.0,10.0,6.0,9.0,14.0,1.0,18.0,7.0,13.0,11.0,10.666666666666666,6.666666666666667,11.333333333333334,8.0,4.0,8.0
2025-01-01 11:50:00,11,50,2,0,4,8,16.0,7.0,12.0,10.0,6.0,9.0,8.0,11.0,8.0,3.0,11.333333333333334,8.666666666666666,11.0,8.0,11.0,9.0
2025-01-01 11:55:00,11,55,2,0,11,9,4.0,8.0,16.0,7.0,12.0,10.0,10.0,10.0,14.0,5.0,10.666666666666666,8.333333333333334,10.333333333333334,7.5,11.0,12.0
2025-01-01 12:00:00,12,0,2,0,11,12,11.0,9.0,4.0,8.0,16.0,7.0,14.0,1.0,9.0,4.0,10.333333333333334,8.0,10.5,7.333333333333333,13.0,2.0
2025-01-01 12:05:00,12,5,2,0,13,2,11.0,12.0,11.0,9.0,4.0,8.0,6.0,9.0,15.0,5.0,8.666666666666666,9.666666666666666,10.0,9.166666666666666,5.0,8.0
2025-01-01 12:10:00,12,10,2,0,5,8,13.0,2.0,11.0,12.0,11.0,9.0,12.0,10.0,9.0,7.0,11.666666666666666,7.666666666666667,11.166666666666666,8.0,5.0,15.0
2025-01-01 12:15:00,12,15,2,0,5,15,5.0,8.0,13.0,2.0,11.0,12.0,16.0,7.0,18.0,7.0,9.666666666666666,7.333333333333333,10.0,7.666666666666667,13.0,15.0
